Test id,File Size,Block Size,Workload Pattern of test,Workload Test Time Sec,Workload Ramp-up Test Time Sec,Start Delay Sec,Thread / Numjobs,OIO / IODepth,Target devices,NUMA nodes
1,,4KB,100% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
2,,4KB,60% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
3,,4KB,30% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
4,,4KB,0% Seq 100% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
5,,4KB,100% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
6,,4KB,60% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
7,,4KB,30% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
8,,4KB,0% Seq 60% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
9,,4KB,100% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
10,,4KB,60% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
11,,4KB,30% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
12,,4KB,0% Seq 30% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
13,,4KB,100% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
14,,4KB,60% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
15,,4KB,30% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
16,,4KB,0% Seq 0% Read,60,10,0,1,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
17,,4KB,100% Seq 100% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
18,,4KB,60% Seq 100% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
19,,4KB,30% Seq 100% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
20,,4KB,0% Seq 100% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
21,,4KB,100% Seq 60% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
22,,4KB,60% Seq 60% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
23,,4KB,30% Seq 60% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
24,,4KB,0% Seq 60% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
25,,4KB,100% Seq 30% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
26,,4KB,60% Seq 30% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
27,,4KB,30% Seq 30% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
28,,4KB,0% Seq 30% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
29,,4KB,100% Seq 0% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
30,,4KB,60% Seq 0% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
31,,4KB,30% Seq 0% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
32,,4KB,0% Seq 0% Read,60,10,0,2,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
33,,4KB,100% Seq 100% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
34,,4KB,60% Seq 100% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
35,,4KB,30% Seq 100% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
36,,4KB,0% Seq 100% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
37,,4KB,100% Seq 60% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
38,,4KB,60% Seq 60% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
39,,4KB,30% Seq 60% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
40,,4KB,0% Seq 60% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
41,,4KB,100% Seq 30% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
42,,4KB,60% Seq 30% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
43,,4KB,30% Seq 30% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
44,,4KB,0% Seq 30% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
45,,4KB,100% Seq 0% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
46,,4KB,60% Seq 0% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
47,,4KB,30% Seq 0% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
48,,4KB,0% Seq 0% Read,60,10,0,4,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
49,,4KB,100% Seq 100% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
50,,4KB,60% Seq 100% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
51,,4KB,30% Seq 100% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
52,,4KB,0% Seq 100% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
53,,4KB,100% Seq 60% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
54,,4KB,60% Seq 60% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
55,,4KB,30% Seq 60% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
56,,4KB,0% Seq 60% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
57,,4KB,100% Seq 30% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
58,,4KB,60% Seq 30% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
59,,4KB,30% Seq 30% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
60,,4KB,0% Seq 30% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
61,,4KB,100% Seq 0% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
62,,4KB,60% Seq 0% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
63,,4KB,30% Seq 0% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
64,,4KB,0% Seq 0% Read,60,10,0,8,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
65,,4KB,100% Seq 100% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
66,,4KB,60% Seq 100% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
67,,4KB,30% Seq 100% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
68,,4KB,0% Seq 100% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
69,,4KB,100% Seq 60% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
70,,4KB,60% Seq 60% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
71,,4KB,30% Seq 60% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
72,,4KB,0% Seq 60% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
73,,4KB,100% Seq 30% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
74,,4KB,60% Seq 30% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
75,,4KB,30% Seq 30% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
76,,4KB,0% Seq 30% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
77,,4KB,100% Seq 0% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
78,,4KB,60% Seq 0% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
79,,4KB,30% Seq 0% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
80,,4KB,0% Seq 0% Read,60,10,0,16,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
81,,4KB,100% Seq 100% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
82,,4KB,60% Seq 100% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
83,,4KB,30% Seq 100% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
84,,4KB,0% Seq 100% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
85,,4KB,100% Seq 60% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
86,,4KB,60% Seq 60% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
87,,4KB,30% Seq 60% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
88,,4KB,0% Seq 60% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
89,,4KB,100% Seq 30% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
90,,4KB,60% Seq 30% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
91,,4KB,30% Seq 30% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
92,,4KB,0% Seq 30% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
93,,4KB,100% Seq 0% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
94,,4KB,60% Seq 0% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
95,,4KB,30% Seq 0% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
96,,4KB,0% Seq 0% Read,60,10,0,32,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
97,,4KB,100% Seq 100% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
98,,4KB,60% Seq 100% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
99,,4KB,30% Seq 100% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
100,,4KB,0% Seq 100% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
101,,4KB,100% Seq 60% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
102,,4KB,60% Seq 60% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
103,,4KB,30% Seq 60% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
104,,4KB,0% Seq 60% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
105,,4KB,100% Seq 30% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
106,,4KB,60% Seq 30% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
107,,4KB,30% Seq 30% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
108,,4KB,0% Seq 30% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
109,,4KB,100% Seq 0% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
110,,4KB,60% Seq 0% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
111,,4KB,30% Seq 0% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
112,,4KB,0% Seq 0% Read,60,10,0,64,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
113,,4KB,100% Seq 100% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
114,,4KB,60% Seq 100% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
115,,4KB,30% Seq 100% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
116,,4KB,0% Seq 100% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
117,,4KB,100% Seq 60% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
118,,4KB,60% Seq 60% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
119,,4KB,30% Seq 60% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
120,,4KB,0% Seq 60% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
121,,4KB,100% Seq 30% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
122,,4KB,60% Seq 30% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
123,,4KB,30% Seq 30% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
124,,4KB,0% Seq 30% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
125,,4KB,100% Seq 0% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
126,,4KB,60% Seq 0% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
127,,4KB,30% Seq 0% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
128,,4KB,0% Seq 0% Read,60,10,0,128,1,/dev/nvme0n1:/dev/nvme1n1:/dev/nvme4n1:/dev/nvme5n1,
